"SurveyResponseID","AnswerNumber","CycleOwnership"
3584996,107,"Borrow a bike in NZ"
3585013,111,"Borrow a bike in NZ"
3584935,92,"Borrow a bike in NZ"
3584936,73,"Borrow a bike in NZ"
3584947,61,"Borrow a bike in NZ"
3584902,71,"Borrow a bike in NZ"
3584913,81,"Borrow a bike in NZ"
3584917,74,"Borrow a bike in NZ"
3584870,78,"Borrow a bike in NZ"
3584876,64,"Borrow a bike in NZ"
3585090,57,"Borrow a bike in NZ"
3584978,82,"Borrow a bike in NZ"
3585095,58,"Borrow a bike in NZ"
3585118,104,"Borrow a bike in NZ"
3585120,69,"Borrow a bike in NZ"
3585150,69,"Borrow a bike in NZ"
3583250,65,"Borrow a bike in NZ"
3583234,99,"Borrow a bike in NZ"
3583216,116,"Borrow a bike in NZ"
3583215,90,"Borrow a bike in NZ"
3583292,67,"Borrow a bike in NZ"
3583321,87,"Borrow a bike in NZ"
3583398,65,"Borrow a bike in NZ"
3583379,65,"Borrow a bike in NZ"
3583099,56,"Borrow a bike in NZ"
3583105,90,"Borrow a bike in NZ"
3582751,60,"Borrow a bike in NZ"
3583186,63,"Borrow a bike in NZ"
3583188,81,"Borrow a bike in NZ"
3583573,58,"Borrow a bike in NZ"
3583525,59,"Borrow a bike in NZ"
3583528,58,"Borrow a bike in NZ"
3583441,59,"Borrow a bike in NZ"
3583456,87,"Borrow a bike in NZ"
3583428,67,"Borrow a bike in NZ"
3583439,63,"Borrow a bike in NZ"
3583469,96,"Borrow a bike in NZ"
3583473,74,"Borrow a bike in NZ"
3583481,59,"Borrow a bike in NZ"
3583685,69,"Borrow a bike in NZ"
3583530,104,"Borrow a bike in NZ"
3583646,87,"Borrow a bike in NZ"
3583662,55,"Borrow a bike in NZ"
3583663,66,"Borrow a bike in NZ"
3583583,82,"Borrow a bike in NZ"
3583591,59,"Borrow a bike in NZ"
3583633,71,"Borrow a bike in NZ"
3583761,100,"Borrow a bike in NZ"
3583747,74,"Borrow a bike in NZ"
3583824,78,"Borrow a bike in NZ"
3583949,74,"Borrow a bike in NZ"
3583890,77,"Borrow a bike in NZ"
3583877,83,"Borrow a bike in NZ"
3583856,95,"Borrow a bike in NZ"
3584249,73,"Borrow a bike in NZ"
3584233,90,"Borrow a bike in NZ"
3584203,64,"Borrow a bike in NZ"
3584191,85,"Borrow a bike in NZ"
3584121,92,"Borrow a bike in NZ"
3584165,68,"Borrow a bike in NZ"
3584091,78,"Borrow a bike in NZ"
3584098,81,"Borrow a bike in NZ"
3583904,76,"Borrow a bike in NZ"
3584061,97,"Borrow a bike in NZ"
3582166,64,"Borrow a bike in NZ"
3582168,58,"Borrow a bike in NZ"
3582172,88,"Borrow a bike in NZ"
3582135,71,"Borrow a bike in NZ"
3582143,72,"Borrow a bike in NZ"
3582146,69,"Borrow a bike in NZ"
3582244,86,"Borrow a bike in NZ"
3582173,80,"Borrow a bike in NZ"
3582186,134,"Borrow a bike in NZ"
3582238,93,"Borrow a bike in NZ"
3582338,77,"Borrow a bike in NZ"
3582313,68,"Borrow a bike in NZ"
3582289,77,"Borrow a bike in NZ"
3582295,78,"Borrow a bike in NZ"
3582374,58,"Borrow a bike in NZ"
3582445,105,"Borrow a bike in NZ"
3582463,89,"Borrow a bike in NZ"
3582599,101,"Borrow a bike in NZ"
3582590,107,"Borrow a bike in NZ"
3582563,84,"Borrow a bike in NZ"
3582468,69,"Borrow a bike in NZ"
3582527,73,"Borrow a bike in NZ"
3582528,106,"Borrow a bike in NZ"
3583069,82,"Borrow a bike in NZ"
3582725,103,"Borrow a bike in NZ"
3582733,126,"Borrow a bike in NZ"
3582740,58,"Borrow a bike in NZ"
3582686,68,"Borrow a bike in NZ"
3582695,105,"Borrow a bike in NZ"
3582637,57,"Borrow a bike in NZ"
3582671,89,"Borrow a bike in NZ"
3581824,61,"Borrow a bike in NZ"
3581764,71,"Borrow a bike in NZ"
3581737,66,"Borrow a bike in NZ"
3581809,80,"Borrow a bike in NZ"
3581678,68,"Borrow a bike in NZ"
3581684,117,"Borrow a bike in NZ"
3581695,79,"Borrow a bike in NZ"
3581896,80,"Borrow a bike in NZ"
3581845,63,"Borrow a bike in NZ"
3581872,63,"Borrow a bike in NZ"
3582013,65,"Borrow a bike in NZ"
3581924,66,"Borrow a bike in NZ"
3582076,61,"Borrow a bike in NZ"
3582023,79,"Borrow a bike in NZ"
3582024,65,"Borrow a bike in NZ"
3581952,74,"Borrow a bike in NZ"
3581955,120,"Borrow a bike in NZ"
3582102,75,"Borrow a bike in NZ"
3582108,82,"Borrow a bike in NZ"
3582034,78,"Borrow a bike in NZ"
3582036,97,"Borrow a bike in NZ"
3582113,90,"Borrow a bike in NZ"
3582126,90,"Borrow a bike in NZ"
3581184,79,"Borrow a bike in NZ"
3581231,94,"Borrow a bike in NZ"
3581259,85,"Borrow a bike in NZ"
3581401,68,"Borrow a bike in NZ"
3581300,92,"Borrow a bike in NZ"
3581271,82,"Borrow a bike in NZ"
3581275,86,"Borrow a bike in NZ"
3581480,70,"Borrow a bike in NZ"
3580925,69,"Borrow a bike in NZ"
3580868,107,"Borrow a bike in NZ"
3580913,61,"Borrow a bike in NZ"
3580859,66,"Borrow a bike in NZ"
3580841,70,"Borrow a bike in NZ"
3580831,130,"Borrow a bike in NZ"
3580835,92,"Borrow a bike in NZ"
3581021,60,"Borrow a bike in NZ"
3580993,58,"Borrow a bike in NZ"
3581083,61,"Borrow a bike in NZ"
3581163,108,"Borrow a bike in NZ"
3581165,97,"Borrow a bike in NZ"
3581168,92,"Borrow a bike in NZ"
3580795,71,"Borrow a bike in NZ"
3580724,78,"Borrow a bike in NZ"
3580627,101,"Borrow a bike in NZ"
3580630,56,"Borrow a bike in NZ"
3580694,57,"Borrow a bike in NZ"
3580706,55,"Borrow a bike in NZ"
3580467,58,"Borrow a bike in NZ"
3580502,67,"Borrow a bike in NZ"
3580438,58,"Borrow a bike in NZ"
3580444,102,"Borrow a bike in NZ"
3580549,92,"Borrow a bike in NZ"
3580563,127,"Borrow a bike in NZ"
3580565,91,"Borrow a bike in NZ"
3580569,64,"Borrow a bike in NZ"
3580578,71,"Borrow a bike in NZ"
3579615,62,"Borrow a bike in NZ"
3580215,55,"Borrow a bike in NZ"
3579561,67,"Borrow a bike in NZ"
3579588,80,"Borrow a bike in NZ"
3580291,77,"Borrow a bike in NZ"
3580307,92,"Borrow a bike in NZ"
3580252,77,"Borrow a bike in NZ"
3580259,70,"Borrow a bike in NZ"
3579554,86,"Borrow a bike in NZ"
3579557,80,"Borrow a bike in NZ"
3579548,71,"Borrow a bike in NZ"
3579553,75,"Borrow a bike in NZ"
3579446,57,"Borrow a bike in NZ"
3579480,73,"Borrow a bike in NZ"
3579380,76,"Borrow a bike in NZ"
3579388,67,"Borrow a bike in NZ"
3579390,77,"Borrow a bike in NZ"
3579361,61,"Borrow a bike in NZ"
3579401,78,"Borrow a bike in NZ"
3579403,71,"Borrow a bike in NZ"
3579412,66,"Borrow a bike in NZ"
3579284,71,"Borrow a bike in NZ"
3579291,68,"Borrow a bike in NZ"
3579226,70,"Borrow a bike in NZ"
3579274,65,"Borrow a bike in NZ"
3579276,80,"Borrow a bike in NZ"
3579228,64,"Borrow a bike in NZ"
3579307,70,"Borrow a bike in NZ"
3579336,76,"Borrow a bike in NZ"
3579330,73,"Borrow a bike in NZ"
3579343,72,"Borrow a bike in NZ"
3579225,68,"Borrow a bike in NZ"
3579219,73,"Borrow a bike in NZ"
3579182,76,"Borrow a bike in NZ"
3578962,62,"Borrow a bike in NZ"
3579123,70,"Borrow a bike in NZ"
3578996,65,"Borrow a bike in NZ"
3579023,70,"Borrow a bike in NZ"
3578893,85,"Borrow a bike in NZ"
3578870,68,"Borrow a bike in NZ"
3578846,84,"Borrow a bike in NZ"
3578759,67,"Borrow a bike in NZ"
3578708,71,"Borrow a bike in NZ"
3578518,57,"Borrow a bike in NZ"
3578559,90,"Borrow a bike in NZ"
3578562,104,"Borrow a bike in NZ"
3578584,91,"Borrow a bike in NZ"
3578607,67,"Borrow a bike in NZ"
3578622,94,"Borrow a bike in NZ"
3578333,90,"Borrow a bike in NZ"
3578659,71,"Borrow a bike in NZ"
3578354,120,"Borrow a bike in NZ"
3578384,102,"Borrow a bike in NZ"
3578439,58,"Borrow a bike in NZ"
3578482,74,"Borrow a bike in NZ"
3578297,78,"Borrow a bike in NZ"
3578232,108,"Borrow a bike in NZ"
3578135,117,"Borrow a bike in NZ"
3578167,184,"Borrow a bike in NZ"
3578192,67,"Borrow a bike in NZ"
3578215,69,"Borrow a bike in NZ"
3577979,105,"Borrow a bike in NZ"
3577922,114,"Borrow a bike in NZ"
3577925,60,"Borrow a bike in NZ"
3578092,127,"Borrow a bike in NZ"
3578041,136,"Borrow a bike in NZ"
3577799,99,"Borrow a bike in NZ"
3577707,65,"Borrow a bike in NZ"
3577734,133,"Borrow a bike in NZ"
3577735,72,"Borrow a bike in NZ"
3577736,104,"Borrow a bike in NZ"
3577885,75,"Borrow a bike in NZ"
3577890,60,"Borrow a bike in NZ"
3577896,64,"Borrow a bike in NZ"
3577850,80,"Borrow a bike in NZ"
3577855,69,"Borrow a bike in NZ"
3577862,82,"Borrow a bike in NZ"
3577382,95,"Borrow a bike in NZ"
3577300,65,"Borrow a bike in NZ"
3577311,55,"Borrow a bike in NZ"
3577315,70,"Borrow a bike in NZ"
3577323,78,"Borrow a bike in NZ"
3577346,83,"Borrow a bike in NZ"
3577363,62,"Borrow a bike in NZ"
3559881,54,"Borrow a bike in NZ"
3559815,66,"Borrow a bike in NZ"
3559653,108,"Borrow a bike in NZ"
3577537,121,"Borrow a bike in NZ"
3577424,86,"Borrow a bike in NZ"
3577431,75,"Borrow a bike in NZ"
3577442,60,"Borrow a bike in NZ"
3577456,110,"Borrow a bike in NZ"
3577511,94,"Borrow a bike in NZ"
3577692,62,"Borrow a bike in NZ"
3577654,116,"Borrow a bike in NZ"
3577595,82,"Borrow a bike in NZ"
3559792,79,"Borrow a bike in NZ"
3559693,56,"Borrow a bike in NZ"
3559698,82,"Borrow a bike in NZ"
3559699,88,"Borrow a bike in NZ"
3559708,78,"Borrow a bike in NZ"
3559629,80,"Borrow a bike in NZ"
3559557,66,"Borrow a bike in NZ"
3559561,99,"Borrow a bike in NZ"
3559536,73,"Borrow a bike in NZ"
3559533,73,"Borrow a bike in NZ"
3559488,69,"Borrow a bike in NZ"
3559383,64,"Borrow a bike in NZ"
3559433,74,"Borrow a bike in NZ"
3559281,101,"Borrow a bike in NZ"
3559302,82,"Borrow a bike in NZ"
3559305,60,"Borrow a bike in NZ"
3559359,112,"Borrow a bike in NZ"
3559362,70,"Borrow a bike in NZ"
3559334,81,"Borrow a bike in NZ"
3559261,72,"Borrow a bike in NZ"
3559267,63,"Borrow a bike in NZ"
3559210,66,"Borrow a bike in NZ"
3559173,79,"Borrow a bike in NZ"
3559178,57,"Borrow a bike in NZ"
3558886,131,"Borrow a bike in NZ"
3558895,78,"Borrow a bike in NZ"
3558904,81,"Borrow a bike in NZ"
3558816,56,"Borrow a bike in NZ"
3558823,84,"Borrow a bike in NZ"
3558829,99,"Borrow a bike in NZ"
3558792,67,"Borrow a bike in NZ"
3558757,62,"Borrow a bike in NZ"
3558568,109,"Borrow a bike in NZ"
3558961,63,"Borrow a bike in NZ"
3558963,65,"Borrow a bike in NZ"
3558921,100,"Borrow a bike in NZ"
3558928,85,"Borrow a bike in NZ"
3558931,83,"Borrow a bike in NZ"
3558937,72,"Borrow a bike in NZ"
3559001,68,"Borrow a bike in NZ"
3559061,72,"Borrow a bike in NZ"
3559064,97,"Borrow a bike in NZ"
3558209,60,"Borrow a bike in NZ"
3558126,66,"Borrow a bike in NZ"
3558262,64,"Borrow a bike in NZ"
3558255,84,"Borrow a bike in NZ"
3558244,78,"Borrow a bike in NZ"
3558437,70,"Borrow a bike in NZ"
3558400,100,"Borrow a bike in NZ"
3558335,75,"Borrow a bike in NZ"
3558341,70,"Borrow a bike in NZ"
3558385,67,"Borrow a bike in NZ"
3558323,64,"Borrow a bike in NZ"
3558307,123,"Borrow a bike in NZ"
3558751,85,"Borrow a bike in NZ"
3558673,73,"Borrow a bike in NZ"
3558683,87,"Borrow a bike in NZ"
3558689,67,"Borrow a bike in NZ"
3558540,70,"Borrow a bike in NZ"
3558544,84,"Borrow a bike in NZ"
3558545,70,"Borrow a bike in NZ"
3558547,94,"Borrow a bike in NZ"
3558492,72,"Borrow a bike in NZ"
3558479,97,"Borrow a bike in NZ"
3558474,80,"Borrow a bike in NZ"
3558453,124,"Borrow a bike in NZ"
3557704,63,"Borrow a bike in NZ"
3557710,68,"Borrow a bike in NZ"
3557603,69,"Borrow a bike in NZ"
3557746,84,"Borrow a bike in NZ"
3557742,84,"Borrow a bike in NZ"
3557670,61,"Borrow a bike in NZ"
3557627,101,"Borrow a bike in NZ"
3557611,77,"Borrow a bike in NZ"
3557591,71,"Borrow a bike in NZ"
3557769,121,"Borrow a bike in NZ"
3557912,66,"Borrow a bike in NZ"
3557864,73,"Borrow a bike in NZ"
3557871,79,"Borrow a bike in NZ"
3557888,67,"Borrow a bike in NZ"
3557818,68,"Borrow a bike in NZ"
3558105,60,"Borrow a bike in NZ"
3558073,123,"Borrow a bike in NZ"
3558074,63,"Borrow a bike in NZ"
3558044,105,"Borrow a bike in NZ"
3557982,81,"Borrow a bike in NZ"
3558010,78,"Borrow a bike in NZ"
3557543,108,"Borrow a bike in NZ"
3557428,85,"Borrow a bike in NZ"
3557444,100,"Borrow a bike in NZ"
3557449,64,"Borrow a bike in NZ"
3557563,75,"Borrow a bike in NZ"
3557584,63,"Borrow a bike in NZ"
3557534,96,"Borrow a bike in NZ"
3557338,63,"Borrow a bike in NZ"
3557339,69,"Borrow a bike in NZ"
3557383,72,"Borrow a bike in NZ"
3557390,59,"Borrow a bike in NZ"
3557391,82,"Borrow a bike in NZ"
3557323,70,"Borrow a bike in NZ"
3557287,80,"Borrow a bike in NZ"
3630522,61,"Borrow a bike in NZ"
3630525,67,"Borrow a bike in NZ"
3630591,64,"Borrow a bike in NZ"
3630362,56,"Borrow a bike in NZ"
3630364,81,"Borrow a bike in NZ"
3630310,69,"Borrow a bike in NZ"
3630255,61,"Borrow a bike in NZ"
3630257,62,"Borrow a bike in NZ"
3630095,63,"Borrow a bike in NZ"
3630082,60,"Borrow a bike in NZ"
3630167,127,"Borrow a bike in NZ"
3630057,96,"Borrow a bike in NZ"
3630017,75,"Borrow a bike in NZ"
3629911,106,"Borrow a bike in NZ"
3629953,107,"Borrow a bike in NZ"
3629983,65,"Borrow a bike in NZ"
3629675,58,"Borrow a bike in NZ"
3629740,67,"Borrow a bike in NZ"
3629786,74,"Borrow a bike in NZ"
3629870,58,"Borrow a bike in NZ"
3629887,74,"Borrow a bike in NZ"
3629560,68,"Borrow a bike in NZ"
3629437,68,"Borrow a bike in NZ"
3629102,83,"Borrow a bike in NZ"
3629106,70,"Borrow a bike in NZ"
3629144,112,"Borrow a bike in NZ"
3629161,101,"Borrow a bike in NZ"
3629162,90,"Borrow a bike in NZ"
3629285,94,"Borrow a bike in NZ"
3629287,63,"Borrow a bike in NZ"
3629298,103,"Borrow a bike in NZ"
3629317,57,"Borrow a bike in NZ"
3628861,90,"Borrow a bike in NZ"
3628874,56,"Borrow a bike in NZ"
3628953,75,"Borrow a bike in NZ"
3628961,71,"Borrow a bike in NZ"
3629024,71,"Borrow a bike in NZ"
3629035,74,"Borrow a bike in NZ"
3629044,83,"Borrow a bike in NZ"
3628990,101,"Borrow a bike in NZ"
3628978,80,"Borrow a bike in NZ"
3628679,117,"Borrow a bike in NZ"
3628680,94,"Borrow a bike in NZ"
3628652,126,"Borrow a bike in NZ"
3628562,109,"Borrow a bike in NZ"
3628609,90,"Borrow a bike in NZ"
3628617,114,"Borrow a bike in NZ"
3628524,112,"Borrow a bike in NZ"
3628816,64,"Borrow a bike in NZ"
3628765,125,"Borrow a bike in NZ"
3628805,141,"Borrow a bike in NZ"
3628762,58,"Borrow a bike in NZ"
3628712,69,"Borrow a bike in NZ"
3628716,69,"Borrow a bike in NZ"
3628705,81,"Borrow a bike in NZ"
3627466,60,"Borrow a bike in NZ"
3627455,103,"Borrow a bike in NZ"
3627432,119,"Borrow a bike in NZ"
3627386,83,"Borrow a bike in NZ"
3627257,79,"Borrow a bike in NZ"
3627343,67,"Borrow a bike in NZ"
3627217,53,"Borrow a bike in NZ"
3627197,70,"Borrow a bike in NZ"
3627201,71,"Borrow a bike in NZ"
3627137,71,"Borrow a bike in NZ"
3627280,61,"Borrow a bike in NZ"
3627287,89,"Borrow a bike in NZ"
3627289,68,"Borrow a bike in NZ"
3627262,68,"Borrow a bike in NZ"
3627272,64,"Borrow a bike in NZ"
3627277,73,"Borrow a bike in NZ"
3626857,116,"Borrow a bike in NZ"
3626873,93,"Borrow a bike in NZ"
3626894,75,"Borrow a bike in NZ"
3626971,77,"Borrow a bike in NZ"
3626944,60,"Borrow a bike in NZ"
3626904,85,"Borrow a bike in NZ"
3626908,120,"Borrow a bike in NZ"
3627130,77,"Borrow a bike in NZ"
3627109,55,"Borrow a bike in NZ"
3627076,61,"Borrow a bike in NZ"
3627078,57,"Borrow a bike in NZ"
3627061,55,"Borrow a bike in NZ"
3627047,66,"Borrow a bike in NZ"
3626611,90,"Borrow a bike in NZ"
3626592,77,"Borrow a bike in NZ"
3626595,116,"Borrow a bike in NZ"
3626492,98,"Borrow a bike in NZ"
3626499,123,"Borrow a bike in NZ"
3626542,103,"Borrow a bike in NZ"
3626543,108,"Borrow a bike in NZ"
3626529,73,"Borrow a bike in NZ"
3626743,133,"Borrow a bike in NZ"
3626750,66,"Borrow a bike in NZ"
3626690,86,"Borrow a bike in NZ"
3626699,101,"Borrow a bike in NZ"
3626712,85,"Borrow a bike in NZ"
3626715,57,"Borrow a bike in NZ"
3626685,87,"Borrow a bike in NZ"
3626627,64,"Borrow a bike in NZ"
3626628,106,"Borrow a bike in NZ"
3626648,78,"Borrow a bike in NZ"
3626340,65,"Borrow a bike in NZ"
3626348,112,"Borrow a bike in NZ"
3626380,112,"Borrow a bike in NZ"
3626384,55,"Borrow a bike in NZ"
3626387,88,"Borrow a bike in NZ"
3626455,93,"Borrow a bike in NZ"
3626420,63,"Borrow a bike in NZ"
3626482,62,"Borrow a bike in NZ"
3626321,113,"Borrow a bike in NZ"
3626325,68,"Borrow a bike in NZ"
3626258,66,"Borrow a bike in NZ"
3626251,82,"Borrow a bike in NZ"
3626230,80,"Borrow a bike in NZ"
3626287,68,"Borrow a bike in NZ"
3625992,115,"Borrow a bike in NZ"
3626078,77,"Borrow a bike in NZ"
3626092,63,"Borrow a bike in NZ"
3626010,98,"Borrow a bike in NZ"
3626197,95,"Borrow a bike in NZ"
3626187,101,"Borrow a bike in NZ"
3626186,95,"Borrow a bike in NZ"
3626178,57,"Borrow a bike in NZ"
3626156,82,"Borrow a bike in NZ"
3626139,58,"Borrow a bike in NZ"
3626123,70,"Borrow a bike in NZ"
3626102,93,"Borrow a bike in NZ"
3582935,77,"Borrow a bike in NZ"
3625827,78,"Borrow a bike in NZ"
3625813,138,"Borrow a bike in NZ"
3625806,76,"Borrow a bike in NZ"
3582952,125,"Borrow a bike in NZ"
3625788,64,"Borrow a bike in NZ"
3625893,65,"Borrow a bike in NZ"
3625931,60,"Borrow a bike in NZ"
3625957,81,"Borrow a bike in NZ"
3625962,67,"Borrow a bike in NZ"
3583012,64,"Borrow a bike in NZ"
3583014,81,"Borrow a bike in NZ"
3625774,85,"Borrow a bike in NZ"
3582910,106,"Borrow a bike in NZ"
3582800,99,"Borrow a bike in NZ"
3582801,64,"Borrow a bike in NZ"
3580163,67,"Borrow a bike in NZ"
3582774,63,"Borrow a bike in NZ"
3582780,70,"Borrow a bike in NZ"
3582782,114,"Borrow a bike in NZ"
3580103,107,"Borrow a bike in NZ"
3580134,65,"Borrow a bike in NZ"
3582891,77,"Borrow a bike in NZ"
3582892,59,"Borrow a bike in NZ"
3582898,69,"Borrow a bike in NZ"
3579846,75,"Borrow a bike in NZ"
3577559,108,"Borrow a bike in NZ"
3579713,86,"Borrow a bike in NZ"
3579798,58,"Borrow a bike in NZ"
3579799,61,"Borrow a bike in NZ"
3579828,101,"Borrow a bike in NZ"
3579919,56,"Borrow a bike in NZ"
3579869,81,"Borrow a bike in NZ"
3579909,55,"Borrow a bike in NZ"
3579949,65,"Borrow a bike in NZ"
3579928,76,"Borrow a bike in NZ"
3579965,97,"Borrow a bike in NZ"
3580020,56,"Not sure"
3579936,102,"Not sure"
3582926,97,"Not sure"
3626532,104,"Not sure"
3627169,65,"Not sure"
3627218,102,"Not sure"
3627481,104,"Not sure"
3629472,70,"Not sure"
3557590,90,"Not sure"
3557593,67,"Not sure"
3559462,73,"Not sure"
3559415,63,"Not sure"
3577879,65,"Not sure"
3578724,71,"Not sure"
3578699,78,"Not sure"
3578771,82,"Not sure"
3578790,77,"Not sure"
3578796,85,"Not sure"
3578805,69,"Not sure"
3578809,86,"Not sure"
3578750,70,"Not sure"
3578920,56,"Not sure"
3578949,58,"Not sure"
3579026,72,"Not sure"
3579028,62,"Not sure"
3579008,59,"Not sure"
3579199,71,"Not sure"
3579145,73,"Not sure"
3579155,62,"Not sure"
3579165,58,"Not sure"
3579353,85,"Not sure"
3579356,65,"Not sure"
3579358,76,"Not sure"
3579328,61,"Not sure"
3579231,75,"Not sure"
3579236,77,"Not sure"
3579245,70,"Not sure"
3579292,67,"Not sure"
3579285,71,"Not sure"
3579413,75,"Not sure"
3579364,59,"Not sure"
3579368,76,"Not sure"
3579486,76,"Not sure"
3579447,71,"Not sure"
3579429,72,"Not sure"
3580431,79,"Not sure"
3579566,72,"Not sure"
3580941,57,"Not sure"
3580862,92,"Not sure"
3580855,69,"Not sure"
3581516,97,"Not sure"
3583840,79,"Not sure"
3583461,61,"Not sure"
3583403,53,"Not sure"
3585906,75,"Not sure"
3585910,76,"Not sure"
3585519,77,"Not sure"
3586975,68,"Not sure"
3586926,59,"Not sure"
3586778,59,"Not sure"
3591440,81,"Not sure"
3592558,75,"Not sure"
3592512,69,"Not sure"
3592544,69,"Not sure"
3592578,86,"Not sure"
3592640,74,"Not sure"
3592666,70,"Not sure"
3592670,70,"Not sure"
3592693,74,"Not sure"
3592699,65,"Not sure"
3592858,68,"Not sure"
3592863,76,"Not sure"
3592872,70,"Not sure"
3592884,61,"Not sure"
3592897,71,"Not sure"
3592934,72,"Not sure"
3592890,72,"Not sure"
3592804,66,"Not sure"
3592807,60,"Not sure"
3593107,64,"Not sure"
3593086,65,"Not sure"
3593096,54,"Not sure"
3592976,75,"Not sure"
3593014,72,"Not sure"
3593047,67,"Not sure"
3593149,74,"Not sure"
3593153,65,"Not sure"
3593192,61,"Not sure"
3593350,68,"Not sure"
3593305,68,"Not sure"
3593307,68,"Not sure"
3593429,93,"Not sure"
3593468,73,"Not sure"
3593471,69,"Not sure"
3593619,89,"Not sure"
3593633,64,"Not sure"
3593581,69,"Not sure"
3593671,70,"Not sure"
3593696,70,"Not sure"
3593761,87,"Not sure"
3593823,71,"Not sure"
3593797,68,"Not sure"
3593875,82,"Not sure"
3593890,70,"Not sure"
3593946,72,"Not sure"
3593970,80,"Not sure"
3593971,68,"Not sure"
3593985,67,"Not sure"
3593989,72,"Not sure"
3594035,64,"Not sure"
3594167,71,"Not sure"
3594264,61,"Not sure"
3594244,74,"Not sure"
3594282,70,"Not sure"
3594342,82,"Not sure"
3594406,80,"Not sure"
3594512,92,"Not sure"
3594467,77,"Not sure"
3594470,72,"Not sure"
3594542,67,"Not sure"
3594640,70,"Not sure"
3594710,80,"Not sure"
3594718,72,"Not sure"
3594980,79,"Not sure"
3594874,60,"Not sure"
3594892,80,"Not sure"
3594984,72,"Not sure"
3595010,78,"Not sure"
3595024,65,"Not sure"
3595047,63,"Not sure"
3595068,60,"Not sure"
3595168,72,"Not sure"
3595172,72,"Not sure"
3595235,67,"Not sure"
3595299,72,"Not sure"
3595379,75,"Not sure"
3595327,74,"Not sure"
3595329,58,"Not sure"
3595358,77,"Not sure"
3595495,66,"Not sure"
3595504,67,"Not sure"
3595505,62,"Not sure"
3595520,67,"Not sure"
3595534,68,"Not sure"
3595559,90,"Not sure"
3595601,69,"Not sure"
3596449,62,"Not sure"
3596420,60,"Not sure"
3596430,61,"Not sure"
3596391,53,"Not sure"
3598295,62,"Not sure"
3598969,61,"Not sure"
3599035,78,"Not sure"
3599039,71,"Not sure"
3599078,73,"Not sure"
3599183,65,"Not sure"
3599153,77,"Not sure"
3599212,57,"Not sure"
3599223,67,"Not sure"
3599324,78,"Not sure"
3599329,79,"Not sure"
3599335,73,"Not sure"
3599347,74,"Not sure"
3599387,77,"Not sure"
3599306,64,"Not sure"
3599300,76,"Not sure"
3599527,77,"Not sure"
3599497,78,"Not sure"
3599406,59,"Not sure"
3599618,75,"Not sure"
3599628,65,"Not sure"
3599560,79,"Not sure"
3599570,60,"Not sure"
3599547,83,"Not sure"
3599591,76,"Not sure"
3600530,83,"Not sure"
3600944,98,"Not sure"
3601001,62,"Not sure"
3601522,70,"Not sure"
3601479,56,"Not sure"
3601451,62,"Not sure"
3601435,62,"Not sure"
3601388,82,"Not sure"
3601390,79,"Not sure"
3601270,65,"Not sure"
3601224,75,"Not sure"
3601624,64,"Not sure"
3601555,71,"Not sure"
3601781,65,"Not sure"
3601796,65,"Not sure"
3601728,67,"Not sure"
3601737,61,"Not sure"
3601846,69,"Not sure"
3601844,77,"Not sure"
3601871,62,"Not sure"
3601937,55,"Not sure"
3601943,71,"Not sure"
3601946,76,"Not sure"
3601984,71,"Not sure"
3602232,61,"Not sure"
3602221,64,"Not sure"
3602184,71,"Not sure"
3602168,91,"Not sure"
3602262,71,"Not sure"
3602005,68,"Not sure"
3602150,74,"Not sure"
3602064,72,"Not sure"
3602116,67,"Not sure"
3602324,74,"Not sure"
3602520,65,"Not sure"
3602558,74,"Not sure"
3602615,65,"Not sure"
3602638,80,"Not sure"
3602639,68,"Not sure"
3602866,67,"Not sure"
3602935,70,"Not sure"
3602800,72,"Not sure"
3603076,70,"Not sure"
3602962,78,"Not sure"
3603335,83,"Not sure"
3603301,61,"Not sure"
3603388,71,"Not sure"
3603720,60,"Not sure"
3603752,67,"Not sure"
3603755,67,"Not sure"
3603653,61,"Not sure"
3603660,60,"Not sure"
3603666,69,"Not sure"
3604403,60,"Not sure"
3604442,74,"Not sure"
3604566,79,"Not sure"
3604491,69,"Not sure"
3604516,62,"Not sure"
3604520,84,"Not sure"
3604155,61,"Not sure"
3604196,72,"Not sure"
3604216,82,"Not sure"
3604377,67,"Not sure"
3604393,64,"Not sure"
3604353,67,"Not sure"
3603907,62,"Not sure"
3603917,66,"Not sure"
3604075,70,"Not sure"
3604127,68,"Not sure"
3604113,69,"Not sure"
3604257,68,"Not sure"
3604258,66,"Not sure"
3604642,64,"Not sure"
3604673,66,"Not sure"
3604685,74,"Not sure"
3604605,79,"Not sure"
3604791,82,"Not sure"
3604795,69,"Not sure"
3604802,66,"Not sure"
3604660,60,"Not sure"
3604732,62,"Not sure"
3604738,73,"Not sure"
3604764,69,"Not sure"
3604967,72,"Not sure"
3604982,72,"Not sure"
3604984,75,"Not sure"
3604989,66,"Not sure"
3604816,75,"Not sure"
3604839,67,"Not sure"
3604893,62,"Not sure"
3604920,57,"Not sure"
3604847,70,"Not sure"
3604860,59,"Not sure"
3605101,66,"Not sure"
3605069,60,"Not sure"
3605075,55,"Not sure"
3605080,67,"Not sure"
3605621,64,"Not sure"
3605425,55,"Not sure"
3605123,74,"Not sure"
3605131,68,"Not sure"
3605141,70,"Not sure"
3605790,56,"Not sure"
3605898,68,"Not sure"
3610108,73,"Not sure"
3610124,77,"Not sure"
