"SurveyResponseID","AnswerNumber","TravelledWith"
3583463,40,"My husband, wife or partner"
3583737,37,"My husband, wife or partner"
3583346,41,"My husband, wife or partner"
3583813,52,"My husband, wife or partner"
3583465,41,"Other family / relative(s)"
3583752,38,"Other person(s)"
3583472,42,"Child/children aged under 15"
3583753,46,"Other family / relative(s)"
3583826,40,"My husband, wife or partner"
3583472,41,"My husband, wife or partner"
3583357,47,"My husband, wife or partner"
3583827,48,"My husband, wife or partner"
3583754,45,"My husband, wife or partner"
3583474,38,"My husband, wife or partner"
3583362,41,"My husband, wife or partner"
3583479,41,"Other family / relative(s)"
3583829,49,"Other family / relative(s)"
3583843,41,"Child/children aged 15 or older"
3583479,39,"My husband, wife or partner"
3583364,42,"My husband, wife or partner"
3583770,48,"My husband, wife or partner"
3583771,45,"My husband, wife or partner"
3583479,40,"Child/children aged under 15"
3583488,47,"My husband, wife or partner"
3583844,44,"My husband, wife or partner"
3583371,38,"Other family / relative(s)"
3583785,40,"Child/children aged 15 or older"
3583785,41,"Other family / relative(s)"
3583845,49,"Other family / relative(s)"
3583786,46,"Other person(s)"
3583846,46,"Other person(s)"
3583787,38,"Child/children aged 15 or older"
3583784,43,"My husband, wife or partner"
3583785,39,"My husband, wife or partner"
3583845,48,"My husband, wife or partner"
3583490,50,"My husband, wife or partner"
3583787,37,"My husband, wife or partner"
3583860,66,"My husband, wife or partner"
3583497,38,"My husband, wife or partner"
3583382,43,"My husband, wife or partner"
3583499,45,"My husband, wife or partner"
3583803,38,"My husband, wife or partner"
3583861,52,"My husband, wife or partner"
3583504,46,"My husband, wife or partner"
3583804,48,"My husband, wife or partner"
3583391,40,"My husband, wife or partner"
3583862,52,"My husband, wife or partner"
3583862,53,"Other person(s)"
3583396,38,"Other family / relative(s)"
3583506,45,"My husband, wife or partner"
3583818,54,"My husband, wife or partner"
3583398,42,"My husband, wife or partner"
3583819,46,"My husband, wife or partner"
3583863,48,"My husband, wife or partner"
3583513,41,"My husband, wife or partner"
3583513,42,"Child/children aged under 15"
3583407,38,"Other family / relative(s)"
3583877,44,"Other family / relative(s)"
3583877,45,"Other person(s)"
3583834,44,"Other family / relative(s)"
3583820,46,"My husband, wife or partner"
3583405,39,"My husband, wife or partner"
3583876,43,"My husband, wife or partner"
3583515,48,"My husband, wife or partner"
3583522,42,"My husband, wife or partner"
3583524,41,"Other family / relative(s)"
3583835,55,"Child/children aged 15 or older"
3583529,42,"Other person(s)"
3583531,41,"Other family / relative(s)"
3583895,40,"Other family / relative(s)"
3583878,40,"My husband, wife or partner"
3583414,42,"My husband, wife or partner"
3583835,54,"My husband, wife or partner"
3583879,47,"My husband, wife or partner"
3583836,42,"My husband, wife or partner"
3583837,39,"My husband, wife or partner"
3583851,40,"My husband, wife or partner"
3583851,41,"Child/children aged 15 or older"
3583851,42,"Other family / relative(s)"
3583423,49,"Child/children aged 15 or older"
3583533,41,"Other person(s)"
3583852,45,"Other family / relative(s)"
3583853,38,"Other person(s)"
3583540,40,"Child/children aged under 15"
3583423,48,"My husband, wife or partner"
3583896,43,"My husband, wife or partner"
3583854,40,"My husband, wife or partner"
3583540,39,"My husband, wife or partner"
3583910,51,"My husband, wife or partner"
3583430,41,"My husband, wife or partner"
3583868,55,"My husband, wife or partner"
3583869,42,"My husband, wife or partner"
3583547,56,"My husband, wife or partner"
3583911,52,"My husband, wife or partner"
3583885,54,"My husband, wife or partner"
3583432,45,"Other person(s)"
3583439,38,"Other family / relative(s)"
3583912,54,"My husband, wife or partner"
3583549,57,"My husband, wife or partner"
3583870,38,"Other person(s)"
3583441,39,"Other family / relative(s)"
3583446,41,"My husband, wife or partner"
3583913,47,"My husband, wife or partner"
3583887,82,"My husband, wife or partner"
3583558,41,"My husband, wife or partner"
3583926,49,"My husband, wife or partner"
3583455,45,"My husband, wife or partner"
3583448,42,"Other person(s)"
3583926,50,"Other person(s)"
3583558,42,"Child/children aged under 15"
3583888,54,"Other person(s)"
3583927,46,"Other person(s)"
3583928,45,"Other person(s)"
3583565,58,"Child/children aged under 15"
3583565,57,"My husband, wife or partner"
3583457,49,"My husband, wife or partner"
3583901,47,"My husband, wife or partner"
3583928,44,"My husband, wife or partner"
3583902,44,"My husband, wife or partner"
3583466,46,"My husband, wife or partner"
3583574,43,"My husband, wife or partner"
3583929,41,"My husband, wife or partner"
3583929,42,"Other family / relative(s)"
3583466,47,"Other person(s)"
3583930,50,"Other person(s)"
3583943,46,"Child/children aged 15 or older"
3583943,47,"Other family / relative(s)"
3583903,44,"My husband, wife or partner"
3583574,44,"Child/children aged under 15"
3583471,40,"My husband, wife or partner"
3583588,39,"My husband, wife or partner"
3583918,42,"My husband, wife or partner"
3583943,45,"My husband, wife or partner"
3583599,42,"My husband, wife or partner"
3583473,38,"My husband, wife or partner"
3583919,45,"My husband, wife or partner"
3583606,55,"My husband, wife or partner"
3583920,43,"My husband, wife or partner"
3583920,44,"Child/children aged 15 or older"
3583482,48,"Other family / relative(s)"
3583921,40,"Other family / relative(s)"
3583613,50,"Child/children aged 15 or older"
3583613,49,"Child/children aged under 15"
3583944,45,"My husband, wife or partner"
3583608,46,"My husband, wife or partner"
3583945,41,"My husband, wife or partner"
3583480,41,"My husband, wife or partner"
3583613,48,"My husband, wife or partner"
3583961,41,"My husband, wife or partner"
3583489,49,"My husband, wife or partner"
3583962,55,"Other family / relative(s)"
3583615,47,"Other family / relative(s)"
3583622,49,"Other person(s)"
3583963,40,"Child/children aged 15 or older"
3583963,41,"Other family / relative(s)"
3583935,52,"My husband, wife or partner"
3583962,54,"My husband, wife or partner"
3583489,50,"Child/children aged under 15"
3583963,39,"Child/children aged under 15"
3583615,46,"My husband, wife or partner"
3583491,50,"My husband, wife or partner"
3583963,38,"My husband, wife or partner"
3583936,39,"My husband, wife or partner"
3583624,39,"My husband, wife or partner"
3583624,40,"Other family / relative(s)"
3583937,53,"My husband, wife or partner"
3583976,40,"Other person(s)"
3583498,49,"Other person(s)"
3583631,38,"Other person(s)"
3583505,49,"Other person(s)"
3583979,43,"Other person(s)"
3583951,36,"Other person(s)"
3583980,42,"Other person(s)"
3583638,46,"Other person(s)"
3583640,40,"Child/children aged 15 or older"
3583995,46,"Other person(s)"
3583507,43,"Child/children aged under 15"
3583977,37,"My husband, wife or partner"
3583978,43,"My husband, wife or partner"
3583507,42,"My husband, wife or partner"
3583953,52,"My husband, wife or partner"
3583993,46,"My husband, wife or partner"
3583647,40,"My husband, wife or partner"
3583955,56,"Child/children aged 15 or older"
3583516,45,"Child/children aged 15 or older"
3583516,46,"Other family / relative(s)"
3583658,47,"Other family / relative(s)"
3583955,55,"My husband, wife or partner"
3583516,44,"Child/children aged under 15"
3583649,47,"My husband, wife or partner"
3583516,43,"My husband, wife or partner"
3583968,39,"My husband, wife or partner"
3583996,41,"My husband, wife or partner"
3583970,42,"My husband, wife or partner"
3584011,47,"Other person(s)"
3583523,44,"Other family / relative(s)"
3583672,40,"Other family / relative(s)"
3584027,47,"Other person(s)"
3584011,46,"My husband, wife or partner"
3583521,42,"My husband, wife or partner"
3583971,47,"My husband, wife or partner"
3583985,45,"My husband, wife or partner"
3584012,44,"Child/children aged under 15"
3584013,49,"My husband, wife or partner"
3583674,39,"Child/children aged under 15"
3583987,54,"Other person(s)"
3583986,53,"My husband, wife or partner"
3583987,53,"My husband, wife or partner"
3583532,39,"My husband, wife or partner"
3583674,38,"My husband, wife or partner"
3583988,50,"My husband, wife or partner"
3584028,50,"My husband, wife or partner"
3584002,40,"Child/children aged under 15"
3583681,51,"My husband, wife or partner"
3583539,44,"My husband, wife or partner"
3584030,46,"My husband, wife or partner"
3584002,39,"My husband, wife or partner"
3583683,44,"My husband, wife or partner"
3583541,53,"My husband, wife or partner"
3584044,44,"My husband, wife or partner"
3584004,52,"My husband, wife or partner"
3584045,37,"My husband, wife or partner"
3583690,37,"My husband, wife or partner"
3584004,53,"Other person(s)"
3583690,38,"Other person(s)"
3584005,48,"Other person(s)"
3583555,41,"Other family / relative(s)"
3583555,40,"Child/children aged under 15"
3583546,42,"My husband, wife or partner"
3584046,43,"My husband, wife or partner"
3584005,47,"My husband, wife or partner"
3584047,57,"My husband, wife or partner"
3583699,47,"My husband, wife or partner"
3583555,39,"My husband, wife or partner"
3584018,43,"My husband, wife or partner"
3584019,48,"Other person(s)"
3584060,39,"Other family / relative(s)"
3583706,48,"Child/children aged under 15"
3583564,44,"Other family / relative(s)"
3583566,44,"Child/children aged under 15"
3584061,52,"Other person(s)"
3583706,49,"Child/children aged 15 or older"
3583566,45,"Child/children aged 15 or older"
3584063,45,"Other person(s)"
3583557,40,"My husband, wife or partner"
3584019,47,"My husband, wife or partner"
3584060,38,"My husband, wife or partner"
3583706,47,"My husband, wife or partner"
3584021,48,"My husband, wife or partner"
3583566,43,"My husband, wife or partner"
3583708,43,"My husband, wife or partner"
3583708,44,"Child/children aged under 15"
3583580,48,"Child/children aged under 15"
3583571,46,"My husband, wife or partner"
3584035,44,"My husband, wife or partner"
3584036,42,"My husband, wife or partner"
3583713,50,"My husband, wife or partner"
3583580,47,"My husband, wife or partner"
3584077,40,"My husband, wife or partner"
3583715,49,"Other family / relative(s)"
3583580,49,"Other family / relative(s)"
3583582,42,"Other family / relative(s)"
3583722,41,"Other family / relative(s)"
3584037,43,"My husband, wife or partner"
3583715,48,"My husband, wife or partner"
3584078,48,"My husband, wife or partner"
3584038,40,"My husband, wife or partner"
3583582,41,"My husband, wife or partner"
3584052,37,"My husband, wife or partner"
3584078,49,"Child/children aged under 15"
3584079,43,"My husband, wife or partner"
3583589,39,"Child/children aged under 15"
3583724,44,"Other person(s)"
3584054,47,"Other person(s)"
3584080,40,"My husband, wife or partner"
3583724,43,"My husband, wife or partner"
3583596,45,"My husband, wife or partner"
3583731,45,"My husband, wife or partner"
3583598,39,"My husband, wife or partner"
3584055,39,"My husband, wife or partner"
3583733,42,"My husband, wife or partner"
3583733,43,"Other person(s)"
3583605,47,"Other person(s)"
3583740,38,"Other person(s)"
3584095,43,"Other person(s)"
3584094,41,"My husband, wife or partner"
3583605,46,"My husband, wife or partner"
3584068,56,"My husband, wife or partner"
3583607,38,"My husband, wife or partner"
3584096,45,"My husband, wife or partner"
3583742,50,"My husband, wife or partner"
3584069,57,"My husband, wife or partner"
3584096,47,"Other family / relative(s)"
3584069,58,"Other person(s)"
3584097,40,"Child/children aged 15 or older"
3583614,43,"My husband, wife or partner"
3583747,43,"My husband, wife or partner"
3584070,51,"My husband, wife or partner"
3584097,39,"My husband, wife or partner"
3584096,46,"Child/children aged under 15"
3583616,43,"My husband, wife or partner"
3584110,41,"Other family / relative(s)"
3584111,41,"Other family / relative(s)"
3583763,53,"Other person(s)"
3583756,56,"My husband, wife or partner"
3584071,48,"My husband, wife or partner"
3583623,46,"My husband, wife or partner"
3584110,40,"My husband, wife or partner"
3583625,38,"Other family / relative(s)"
3583630,45,"Other family / relative(s)"
3584088,40,"Other family / relative(s)"
3584072,55,"My husband, wife or partner"
3583632,48,"Child/children aged under 15"
3584112,38,"My husband, wife or partner"
3584086,40,"My husband, wife or partner"
3583765,39,"My husband, wife or partner"
3583632,47,"My husband, wife or partner"
3583772,51,"My husband, wife or partner"
3584128,46,"Other person(s)"
3584104,41,"Child/children aged 15 or older"
3583781,47,"Other person(s)"
3583639,40,"Child/children aged under 15"
3584128,45,"My husband, wife or partner"
3584104,40,"My husband, wife or partner"
3583774,45,"My husband, wife or partner"
3584105,44,"My husband, wife or partner"
3584119,48,"My husband, wife or partner"
3584120,53,"My husband, wife or partner"
3584129,48,"My husband, wife or partner"
3583783,48,"My husband, wife or partner"
3583646,47,"My husband, wife or partner"
3583788,54,"Other person(s)"
3583790,42,"Other person(s)"
3583797,44,"Other family / relative(s)"
3584122,42,"Other family / relative(s)"
3584122,41,"Child/children aged under 15"
3584144,42,"Other family / relative(s)"
3583808,51,"Other family / relative(s)"
3583648,41,"My husband, wife or partner"
3583792,51,"My husband, wife or partner"
3584122,40,"My husband, wife or partner"
3583806,45,"My husband, wife or partner"
3583650,40,"My husband, wife or partner"
3584135,44,"My husband, wife or partner"
3583815,58,"Other family / relative(s)"
3584145,41,"Other person(s)"
3583817,43,"Child/children aged 15 or older"
3584137,49,"Child/children aged 15 or older"
3584137,50,"Other family / relative(s)"
3584147,48,"Other person(s)"
3583655,43,"My husband, wife or partner"
3584136,52,"My husband, wife or partner"
3584146,39,"My husband, wife or partner"
3583664,45,"My husband, wife or partner"
